SKU,SUPPLIER,BRAND NAME,GENERIC NAME,UOM,CATEGORY,EXPIRY DATE,TOTAL PRICE,UNIT PRICE,SELLING PRICE
183,MeedPharma,FRAZONE,ESOMEPRAZOLE,40mg CAP,MEDICINE,30/09/2019,,5.78,9
184,MeedPharma,HEMOVIT,FERROUS SULFATE,325mg TAB,MEDICINE,28/02/2021,,0.85,3
185,MeedPharma,MELANOV MR 60,GLICLAZIDE,60mg TAB,MEDICINE,30/12/2019,,5,10
186,MeedPharma,GLUCOZIDE,GLIPIZIDE,5mg TAB,MEDICINE,28/02/2020,,3.5,7
187,MeedPharma,GENERIC,HYOSCINE,10mg TAB,MEDICINE,30/12/2019,,3.8,8
188,MeedPharma,FEVRAL,IBUPROFEN,200mg TAB,MEDICINE,30/01/2021,,0.64,7
189,MeedPharma,IRBEVEX,IRBESARTAN,150mg TAB,MEDICINE,31/10/2020,,9.93,15
190,MeedPharma,IRBEVEX,IRBESARTAN,300mg TAB,MEDICINE,31/08/2020,,15,23
191,MeedPharma,DUVAL,ISOSUXPRINE,10mg TAB,MEDICINE,30/12/2019,,6.25,10
192,MeedPharma,LADY PILL,LADY PILL,,MEDICINE,30/12/2019,,38.7,60
193,MeedPharma,LEGREAT,LEVOFLOXACIN,500mg TAB,MEDICINE,30/04/2020,,3.8,8
194,MeedPharma,EUROLEV,LEVOTHYROXINE,50mcg TAB,MEDICINE,30/11/2019,,1.54,7
195,MeedPharma,VEXIL,LOPERAMIDE,2mg CAP,MEDICINE,30/05/2020,,0.29,3
196,MeedPharma,LOSAWIN,LOSARTAN,100mg TAB,MEDICINE,30/11/2019,,1.9,8
197,MeedPharma,FERALAC,MALUNGGAY,500mg CAP,MEDICINE,30/08/2019,,1.08,6
198,MeedPharma,,MANGOSTEEN,500mg CAP,MEDICINE,28/02/2019,,6.33,10
199,MeedPharma,,MEBENDAZOLE,500mg TABLET,MEDICINE,30/01/2020,,1.88,8
200,MeedPharma,BONAZIL,MECLIZINE HCL,25mg TAB,MEDICINE,30/12/2019,,2.05,7
201,MeedPharma,MELOFAR,MELOXICAM,15mg TAB,MEDICINE,31/08/2020,,1.05,6
202,MeedPharma,METO,METOCLOPRAMIDE,10mg TAB,MEDICINE,30/09/2020,,0.63,7
203,MeedPharma,DURAMONT,MONTELUKAST,10mg TAB,MEDICINE,28/02/2020,,5.3,27
204,MeedPharma,SONAP,NAPROXEN,500mg TAB,MEDICINE,30/12/2019,,1.8,8
205,MeedPharma,NICARDIA,NIFEDIPINE,10mg CAP,MEDICINE,30/10/2020,,1.85,7
206,MeedPharma,URINOX,NORFLOXACIN,400mg TAB,MEDICINE,31/10/2020,,1.18,6
207,MeedPharma,LOXCIN,OFLOXACIN,200mg TAB,MEDICINE,31/10/2020,,1.18,6
208,MeedPharma,INHIBITA,OMEPRAZOLE,40mg CAP,MEDICINE,28/02/2019,,4.5,9
209,MeedPharma,LUMAR,PARA+IBUPROFEN,325mg CAP,MEDICINE,30/10/0149,,0.8,8
210,MeedPharma,BROMITAPP,PHYLEPHRINE+BROM,60mL SYR,MEDICINE,30/10/2019,,24,36
211,MeedPharma,CHERRYL SYRUP,PHENYLPROPANOLAMINE,SYRUP,MEDICINE,28/02/2020,,25,38
212,MeedPharma,GLITO,PIOGLITAZONE,15mg TAB,MEDICINE,30/06/2019,,4.2,9
213,MeedPharma,GETZ,PIOGLITAZONE+METFORMIN,,MEDICINE,31/12/2019,,12.57,19
214,MeedPharma,,PIROXICAM 20mg CAP,20mg CAP,MEDICINE,30/01/2020,,1.22,6.5
215,MeedPharma,K-LYTE,POTASSIUM CHLORIDE,600mgTAB,MEDICINE,28/02/2019,,7.5,12
216,MeedPharma,GENERIC,PREDNISONE,10mg TAB,MEDICINE,28/02/2020,,0.6,4
217,MeedPharma,CORT,PREDNISONE,20mg TAB,MEDICINE,30/09/2019,,1.95,6
218,MeedPharma,,PREGNANCY TEST,,MEDICINE,30/01/2020,,4.2,30
219,MeedPharma,ORANOL,PROPRANOLOL,40mg TAB,MEDICINE,31/05/2020,,0.2,6
220,MeedPharma,,PSYLLIUM FIBER HUSK,,MEDICINE,30/04/2019,,6.4,10
221,MeedPharma,,PYRANTEL PAMOATE 250mg SYRUP,250mg SYRUP,MEDICINE,30/11/2019,,42,63
222,MeedPharma,GOLD-F,SILYMARIN CAPSULE,CAPSULE,MEDICINE,30/07/2019,,7,11
223,MeedPharma,PHILSTAT,SIMVASTATIN,10mg TAB,MEDICINE,30/12/2019,,0.43,5
224,MeedPharma,,TELMISARTAN 40mg TAB,40mg TAB,MEDICINE,30/07/2019,,4.44,9
225,MeedPharma,DINEMIC-SR,TRIMETAZIDINE,35mg TAB,MEDICINE,30/11/2019,,4,8
226,MeedPharma,TORVAL,VALSARTAN,160mg TAB,MEDICINE,31/08/2019,,30.33,46
